Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	23	15.33333333	7.67E-06	"TRAF2, CARD9, XIAP, HTT, TP53BP2, RELA, TP53, SMAD3, ESR2, ITSN1, VAV2, DAXX, YWHAE, BRCA1, BAG4, CDKN1A, CASP8, IKBKG, UBB, TRAF6, ABL1, CACNA1A, ACVR1"	131	804	13528	2.954160495	0.011952397	2.61E-04	0.012809199
GOTERM_BP_FAT	"GO:0045892~negative regulation of transcription, DNA-dependent"	15	10	8.18E-06	"MDFI, TSG101, ZHX1, TP53, SMAD3, TLE1, UBE2I, DAXX, STAT3, CTNNB1, KDM1A, AES, PIAS4, SKIL, SUPT5H"	131	356	13528	4.351145038	0.012741311	2.73E-04	0.013660051
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	15	10	9.00E-06	"XIAP, HTT, RELA, TP53, SMAD3, ESR2, KIT, ITSN1, BAG4, CDKN1A, PSMC5, UBB, TRAF6, CACNA1A, ACVR1"	131	359	13528	4.314784495	0.014006765	2.94E-04	0.015026263
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	15	10	9.28E-06	"XIAP, HTT, RELA, TP53, SMAD3, ESR2, KIT, ITSN1, BAG4, CDKN1A, PSMC5, UBB, TRAF6, CACNA1A, ACVR1"	131	360	13528	4.302798982	0.014452469	2.97E-04	0.015507868
GOTERM_BP_FAT	GO:0051438~regulation of ubiquitin-protein ligase activity	8	5.333333333	9.65E-06	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, SKP1, UBE2D1"	131	78	13528	10.59150519	0.015011612	3.02E-04	0.016112355
GOTERM_BP_FAT	GO:0051253~negative regulation of RNA metabolic process	15	10	9.89E-06	"MDFI, TSG101, ZHX1, TP53, SMAD3, TLE1, UBE2I, DAXX, STAT3, CTNNB1, KDM1A, AES, PIAS4, SKIL, SUPT5H"	131	362	13528	4.279026612	0.015381411	3.04E-04	0.016512328
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	17	11.33333333	1.23E-05	"MDFI, HSP90AB1, A2M, CDC23, SKP1, YWHAE, DAXX, STUB1, BRCA1, PSMC5, PIAS4, PSMC1, PSMA3, GAB1, PSMD4, UBB, UBE2D1"	131	474	13528	3.703675073	0.019130464	3.71E-04	0.020575708
GOTERM_BP_FAT	GO:0051340~regulation of ligase activity	8	5.333333333	1.24E-05	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, SKP1, UBE2D1"	131	81	13528	10.19922722	0.019250817	3.67E-04	0.020706407
GOTERM_BP_FAT	GO:0000278~mitotic cell cycle	15	10	1.27E-05	"LZTS2, HAUS1, CDC23, UBE2I, SKP1, CDK2, CDKN1A, PSMC5, PSMC1, PSMA3, PSMD4, UBB, UBE2D1, ABL1, ACVR1"	131	370	13528	4.186507118	0.019641962	3.67E-04	0.021131283
GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	11	7.333333333	1.27E-05	"HSP90AB1, A2M, PSMC5, RELA, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1, YWHAE"	131	187	13528	6.07453974	0.019734469	3.62E-04	0.021231791
GOTERM_BP_FAT	GO:0031401~positive regulation of protein modification process	11	7.333333333	1.27E-05	"PSMC5, PIAS4, PSMA3, PSMC1, CDC23, PSMD4, UBB, SKP1, UBE2D1, STUB1, BRCA1"	131	187	13528	6.07453974	0.019734469	3.62E-04	0.021231791
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	16	10.66666667	1.60E-05	"TRAF2, TP53BP2, HTT, TP53, SMAD3, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CDKN1A, IKBKG, CASP8, UBB, TRAF6, ABL1"	131	430	13528	3.842499556	0.024768019	4.48E-04	0.026714944
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	16	10.66666667	1.74E-05	"TRAF2, TP53BP2, HTT, TP53, SMAD3, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CDKN1A, IKBKG, CASP8, UBB, TRAF6, ABL1"	131	433	13528	3.815877157	0.026847545	4.77E-04	0.028988393
GOTERM_BP_FAT	GO:0006412~translation	14	9.333333333	1.78E-05	"RPL18, RPSA, RPL19, RPL7, AIMP2, RPL31, RPL22, RPLP1, RPL10, EEF1G, RPL5, UBB, RPS2, RPS8"	131	331	13528	4.367795946	0.027476049	4.80E-04	0.029676453
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	16	10.66666667	1.83E-05	"TRAF2, TP53BP2, HTT, TP53, SMAD3, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CDKN1A, IKBKG, CASP8, UBB, TRAF6, ABL1"	131	435	13528	3.798332895	0.028317028	4.87E-04	0.030597811
GOTERM_BP_FAT	GO:0012501~programmed cell death	19	12.66666667	2.15E-05	"TRAF2, XIAP, HTT, TP53BP2, AIMP2, TP53, SMAD3, KIT, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CTNNB1, BAG4, CASP8, SIAH1, UBB, TRAF6"	131	611	13528	3.211254232	0.033200009	5.63E-04	0.035963132
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	14	9.333333333	2.50E-05	"SMAD9, CBL, SMAD3, SMAD1, KIT, STUB1, STAT3, UBE2D3, GAB1, PTN, UBE2D1, BMPR1B, CACNA1A, ACVR1"	131	342	13528	4.227311281	0.03851689	6.44E-04	0.041835789
GOTERM_BP_FAT	GO:0031145~anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	7	4.666666667	3.64E-05	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1"	131	65	13528	11.12108045	0.055503257	9.21E-04	0.060815391
GOTERM_BP_FAT	GO:0051436~negative regulation of ubiquitin-protein ligase activity during mitotic cell cycle	7	4.666666667	3.64E-05	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1"	131	65	13528	11.12108045	0.055503257	9.21E-04	0.060815391
GOTERM_BP_FAT	GO:0051444~negative regulation of ubiquitin-protein ligase activity	7	4.666666667	4.33E-05	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1"	131	67	13528	10.7891079	0.065663491	0.001077492	0.072329937
GOTERM_BP_FAT	GO:0051352~negative regulation of ligase activity	7	4.666666667	4.33E-05	"PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1"	131	67	13528	10.7891079	0.065663491	0.001077492	0.072329937
GOTERM_BP_FAT	"GO:0045893~positive regulation of transcription, DNA-dependent"	16	10.66666667	5.31E-05	"NIF3L1, RELA, TP53, SMAD3, CREB5, ESR2, SMAD1, STAT3, BRCA1, CTNNB1, HOXA1, ATF4, PSMC5, REL, MAPK14, SUPT5H"	131	477	13528	3.463888489	0.079831204	0.001299127	0.088594668
GOTERM_BP_FAT	GO:0008219~cell death	20	13.33333333	5.54E-05	"TRAF2, XIAP, HTT, AIMP2, TP53BP2, TP53, SMAD3, KIT, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CTNNB1, BAG4, CASP8, SIAH1, UBB, TRAF6, CACNA1A"	131	719	13528	2.872522269	0.083203762	0.001335569	0.092502914
GOTERM_BP_FAT	GO:0051254~positive regulation of RNA metabolic process	16	10.66666667	5.83E-05	"NIF3L1, RELA, TP53, SMAD3, CREB5, ESR2, SMAD1, STAT3, BRCA1, CTNNB1, HOXA1, ATF4, PSMC5, REL, MAPK14, SUPT5H"	131	481	13528	3.435082763	0.087400503	0.00138477	0.097386166
GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	10	6.666666667	5.92E-05	"HSP90AB1, A2M, PSMC5, PSMA3, PSMC1, CDC23, PSMD4, UBB, UBE2D1, YWHAE"	131	180	13528	5.73706531	0.088682111	0.001385062	0.098881851
GOTERM_BP_FAT	GO:0007178~transmembrane receptor protein serine/threonine kinase signaling pathway	8	5.333333333	5.93E-05	"UBE2D3, SMAD9, SMAD3, SMAD1, UBE2D1, BMPR1B, STUB1, ACVR1"	131	103	13528	8.020751501	0.088811147	0.001366787	0.099032556
GOTERM_BP_FAT	GO:0016265~death	20	13.33333333	6.08E-05	"TRAF2, XIAP, HTT, AIMP2, TP53BP2, TP53, SMAD3, KIT, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CTNNB1, BAG4, CASP8, SIAH1, UBB, TRAF6, CACNA1A"	131	724	13528	2.852684408	0.09092799	0.001380654	0.101507902
GOTERM_BP_FAT	GO:0030509~BMP signaling pathway	6	4	6.10E-05	"UBE2D3, SMAD9, SMAD1, UBE2D1, BMPR1B, ACVR1"	131	44	13528	14.08188758	0.091220614	0.001365537	0.101850532
GOTERM_BP_FAT	GO:0006915~apoptosis	18	12	6.31E-05	"TRAF2, XIAP, HTT, TP53BP2, AIMP2, TP53, SMAD3, ITSN1, VAV2, YWHAE, DAXX, BRCA1, CTNNB1, BAG4, CASP8, SIAH1, UBB, TRAF6"	131	602	13528	3.087722858	0.094158815	0.001391865	0.105296905
