Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0010906~regulation of glucose metabolic process	3	2.0	0.03955160017877525	PPP1R3C, NR3C1, INSR	123	35	13528	9.427177700348434	1.0	0.8727159967557483	48.1831660030852
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	8	5.333333333333334	0.04495063257225894	TMEM115, DLC1, CDH13, CAV1, TAF6, ADORA2A, IGFBP6, CDH5	123	361	13528	2.4373127941805737	1.0	0.8955374725870211	52.730057149735444
GOTERM_BP_FAT	GO:0006915~apoptosis	11	7.333333333333333	0.045421599810126535	PPM1F, DLC1, MEF2C, UNC5B, ADORA2A, TNFRSF12A, AIMP2, TBRG4, TNFSF13, PSME3, TRAF4	123	602	13528	2.0096696648029604	1.0	0.8890407280149734	53.10839671618031
GOTERM_BP_FAT	GO:0010675~regulation of cellular carbohydrate metabolic process	3	2.0	0.04592610261104128	PPP1R3C, NR3C1, INSR	123	38	13528	8.682926829268293	1.0	0.8828360512237144	53.51052212805517
GOTERM_BP_FAT	GO:0007160~cell-matrix adhesion	4	2.666666666666667	0.046447201859001544	DLC1, ITGA1, NID1, NID2	123	89	13528	4.94308943089431	1.0	0.8768437304928226	53.9224763213739
GOTERM_BP_FAT	GO:0033043~regulation of organelle organization	6	4.0	0.04663891533497144	DLC1, CAV1, CAPG, KATNB1, INSR, SYNPO	123	217	13528	3.041025064628527	1.0	0.8690644640223876	54.07317105699927
GOTERM_BP_FAT	GO:0043523~regulation of neuron apoptosis	4	2.666666666666667	0.047743135183035364	ADORA2A, ITGA1, NR3C1, PCSK6	123	90	13528	4.888166214995484	1.0	0.866707261164614	54.93216738789882
GOTERM_BP_FAT	GO:0006109~regulation of carbohydrate metabolic process	3	2.0	0.048129565480073334	PPP1R3C, NR3C1, INSR	123	39	13528	8.460287679799876	1.0	0.8603239855017678	55.22920078016569
GOTERM_BP_FAT	GO:0030030~cell projection organization	8	5.333333333333334	0.048939741740149326	LINGO1, CDH13, UNC5B, ADORA2A, CAPG, ITGA1, APBB2, SLIT3	123	368	13528	2.3909508660304	1.0	0.8565445793693789	55.845996070961654
GOTERM_BP_FAT	GO:0012501~programmed cell death	11	7.333333333333333	0.049336442473132985	PPM1F, DLC1, MEF2C, UNC5B, ADORA2A, TNFRSF12A, AIMP2, TBRG4, TNFSF13, PSME3, TRAF4	123	611	13528	1.9800673293148645	1.0	0.8504748693807117	56.145091021812796
GOTERM_BP_FAT	GO:0007155~cell adhesion	12	8.0	0.05124164414985557	DLC1, CDH13, CD93, TNFRSF12A, PECAM1, ITGA1, PCDH12, NID1, NID2, ITGA4, PCDH17, CDH5	123	700	13528	1.8854355400696865	1.0	0.8532742789004456	57.55521976729157
GOTERM_BP_FAT	GO:0022610~biological adhesion	12	8.0	0.051671404231998154	DLC1, CDH13, CD93, TNFRSF12A, PECAM1, ITGA1, PCDH12, NID1, NID2, ITGA4, PCDH17, CDH5	123	701	13528	1.8827459030653073	1.0	0.8477073023474908	57.86736722548515
GOTERM_BP_FAT	GO:0034329~cell junction assembly	3	2.0	0.05264924467935685	DLC1, GJA4, GJC1	123	41	13528	8.047590719809637	1.0	0.845365862744385	58.569591284590985
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	5	3.3333333333333335	0.055708952079344766	CDH13, CAV1, ADORA2A, SLC6A3, VEGFA	123	159	13528	3.4586081709873704	1.0	0.8543111569963626	60.69657884598117
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	13	8.666666666666668	0.058751614325611407	DLC1, MEF2C, CDH13, ADORA2A, VEGFA, ITGA1, TMEM102, TNFSF13, PSME3, NR3C1, APBB2, PCSK6, TRAF4	123	804	13528	1.7783440520972373	1.0	0.8622845818309559	62.70974631743449
GOTERM_BP_FAT	GO:0043623~cellular protein complex assembly	5	3.3333333333333335	0.05888035114239594	CAV1, ATPAF2, TUBB2A, IPO11, NDUFAF3	123	162	13528	3.3945598715246414	1.0	0.855917398240277	62.792752088697945
GOTERM_BP_FAT	GO:0051674~localization of cell	7	4.666666666666667	0.05937766694842087	DNAH11, CDH13, TNFRSF12A, ITGA1, TNFSF13, ITGA4, APBB2	123	307	13528	2.507772569582373	1.0	0.8514121093383608	63.11178074031607
GOTERM_BP_FAT	GO:0048870~cell motility	7	4.666666666666667	0.05937766694842087	DNAH11, CDH13, TNFRSF12A, ITGA1, TNFSF13, ITGA4, APBB2	123	307	13528	2.507772569582373	1.0	0.8514121093383608	63.11178074031607
GOTERM_BP_FAT	GO:0043114~regulation of vascular permeability	2	1.3333333333333335	0.0614590937390451	ADORA2A, VEGFA	123	7	13528	31.423925667828108	1.0	0.8546395397314426	64.41936475457798
GOTERM_BP_FAT	GO:0051495~positive regulation of cytoskeleton organization	3	2.0	0.062116244337456536	CAV1, KATNB1, SYNPO	123	45	13528	7.332249322493225	1.0	0.8511014456401123	64.8230756398904
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	13	8.666666666666668	0.062365819646742746	DLC1, MEF2C, CDH13, ADORA2A, VEGFA, ITGA1, TMEM102, TNFSF13, PSME3, NR3C1, APBB2, PCSK6, TRAF4	123	812	13528	1.7608234210420923	1.0	0.8457113833300123	64.97526896466287
GOTERM_BP_FAT	GO:0010941~regulation of cell death	13	8.666666666666668	0.06375870683364313	DLC1, MEF2C, CDH13, ADORA2A, VEGFA, ITGA1, TMEM102, TNFSF13, PSME3, NR3C1, APBB2, PCSK6, TRAF4	123	815	13528	1.7543418624370293	1.0	0.8458125179101188	65.813376888415
GOTERM_BP_FAT	GO:0006928~cell motion	9	6.0	0.06545434719671048	DNAH11, CDH13, UNC5B, TNFRSF12A, ITGA1, TNFSF13, ITGA4, APBB2, SLIT3	123	475	13528	2.08390243902439	1.0	0.8472979329950684	66.80824848732402
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	5	3.3333333333333335	0.06664808266750866	DLC1, CDH13, VEGFA, ARAP3, INSR	123	169	13528	3.2539567999230283	1.0	0.8464931373742338	67.49227019110636
GOTERM_BP_FAT	GO:0007265~Ras protein signal transduction	4	2.666666666666667	0.06925242144786156	RHOJ, CDH13, RASGRP3, GRAP	123	105	13528	4.189856755710414	1.0	0.8518167646721474	68.93892938168561
GOTERM_BP_FAT	GO:0032886~regulation of microtubule-based process	3	2.0	0.07211062588503958	CAV1, CEP120, KATNB1	123	49	13528	6.733698357391738	1.0	0.8577961984159659	70.4569541896378
GOTERM_BP_FAT	GO:0002040~sprouting angiogenesis	2	1.3333333333333335	0.07832021512095633	CDH13, RBPJ	123	9	13528	24.440831074977417	1.0	0.8754410926390694	73.51828107806462
GOTERM_BP_FAT	GO:0051058~negative regulation of small GTPase mediated signal transduction	2	1.3333333333333335	0.07832021512095633	DLC1, ARAP3	123	9	13528	24.440831074977417	1.0	0.8754410926390694	73.51828107806462
GOTERM_BP_FAT	GO:0046580~negative regulation of Ras protein signal transduction	2	1.3333333333333335	0.07832021512095633	DLC1, ARAP3	123	9	13528	24.440831074977417	1.0	0.8754410926390694	73.51828107806462
GOTERM_BP_FAT	GO:0007017~microtubule-based process	6	4.0	0.07884365562994167	KIF1C, DNAH11, CAV1, CEP120, TUBB2A, KLC2	123	253	13528	2.608310035669527	1.0	0.8720810170111947	73.76224025707745
GOTERM_BP_FAT	GO:0051130~positive regulation of cellular component organization	5	3.3333333333333335	0.0811385208447208	CAV1, TNFRSF12A, KATNB1, INSR, SYNPO	123	181	13528	3.0382248573866955	1.0	0.8748283667166138	74.80711944774121
GOTERM_BP_FAT	GO:0031175~neuron projection development	6	4.0	0.08195934065717145	LINGO1, UNC5B, ADORA2A, ITGA1, APBB2, SLIT3	123	256	13528	2.5777439024390243	1.0	0.8725961957279361	75.17126949921
GOTERM_BP_FAT	GO:0007018~microtubule-based movement	4	2.666666666666667	0.08222918143815447	KIF1C, DNAH11, TUBB2A, KLC2	123	113	13528	3.893229728757465	1.0	0.86855807856507	75.28989907246766
GOTERM_BP_FAT	GO:0050880~regulation of blood vessel size	3	2.0	0.08258354406316568	CAV1, ADORA2A, ITGA1	123	53	13528	6.225494707777266	1.0	0.8648354531655293	75.44487886372355
GOTERM_BP_FAT	GO:0035150~regulation of tube size	3	2.0	0.08258354406316568	CAV1, ADORA2A, ITGA1	123	53	13528	6.225494707777266	1.0	0.8648354531655293	75.44487886372355
GOTERM_BP_FAT	GO:0070271~protein complex biogenesis	9	6.0	0.08622740050003436	CAV1, ATPAF2, TAF6, TUBB2A, TAF5, IPO11, CAPG, INSR, NDUFAF3	123	505	13528	1.9601062545278918	1.0	0.8720708467340605	76.98645867032808
GOTERM_BP_FAT	GO:0006461~protein complex assembly	9	6.0	0.08622740050003436	CAV1, ATPAF2, TAF6, TUBB2A, TAF5, IPO11, CAPG, INSR, NDUFAF3	123	505	13528	1.9601062545278918	1.0	0.8720708467340605	76.98645867032808
GOTERM_BP_FAT	GO:0060134~prepulse inhibition	2	1.3333333333333335	0.08663776329296319	ADORA2A, SLC6A3	123	10	13528	21.996747967479678	1.0	0.8686995360048908	77.15425839385294
GOTERM_BP_FAT	GO:0008015~blood circulation	5	3.3333333333333335	0.0876020836492527	CAV1, ADORA2A, VEGFA, ITGA1, CACNA1C	123	186	13528	2.956552146166623	1.0	0.867148094512936	77.54406548524868
GOTERM_BP_FAT	GO:0003013~circulatory system process	5	3.3333333333333335	0.0876020836492527	CAV1, ADORA2A, VEGFA, ITGA1, CACNA1C	123	186	13528	2.956552146166623	1.0	0.867148094512936	77.54406548524868
GOTERM_BP_FAT	GO:0051494~negative regulation of cytoskeleton organization	3	2.0	0.08798494834568632	DLC1, CAPG, KATNB1	123	55	13528	5.999113082039911	1.0	0.8637675072574993	77.69709241396947
GOTERM_BP_FAT	GO:0040008~regulation of growth	7	4.666666666666667	0.0881589896044712	CDH13, TNFRSF12A, SLC6A3, IGFBP6, APBB2, CACNA1C, INSR	123	341	13528	2.2577307297999667	1.0	0.8597363005990917	77.7663307580202
GOTERM_BP_FAT	GO:0034330~cell junction organization	3	2.0	0.0934889127524577	DLC1, GJA4, GJC1	123	57	13528	5.788617886178862	1.0	0.8718759291176147	79.79158472127189
GOTERM_BP_FAT	GO:0010565~regulation of cellular ketone metabolic process	3	2.0	0.0934889127524577	CAV1, NR3C1, SCAP	123	57	13528	5.788617886178862	1.0	0.8718759291176147	79.79158472127189
GOTERM_BP_FAT	GO:0051270~regulation of cell motion	5	3.3333333333333335	0.09705779984462162	DLC1, CDH13, VEGFA, ARAP3, INSR	123	193	13528	2.8493196849066935	1.0	0.8778937148171971	81.04945608096654
